Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
육군본부법무감 원태성,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 육군본부에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 이것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 재산범입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 저희도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 전부합니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 집행,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 필요하시면,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무감 현재는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부법무관 김완용,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 건물을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 내년부터는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 몇,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 미국,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 육군방침은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 향후,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병기감 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 14명이고,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 과거에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 그렇게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 만일,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 상의가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 아직,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 우선,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 작년도에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 지휘관이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 피복관계는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 피복수명에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부병참감 확실히,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부보도실장 거기서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부보도실장 그래서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부보도실장 아직,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부부관감 부정제대하는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부부관감 작년도에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부부관감 잘,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부부관감 제대관계에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부부관감 해주고,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부사령 박종화,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 81억,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 교통부에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 그게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 그렇습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 여기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 자동차대대에서는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부수송감 현재에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 3시간은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 과거에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 물론,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 사전에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부심리전감 확대하고,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부예비군감 개인,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부예비군감 두,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부예비군감 이런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부예비군감 절감하는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 결핵환자만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 그렇지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 일반군인과,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 지금,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 하루,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무감 환자,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부의무차감 계인교,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 91년도에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 계획인원에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 군,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 그래서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 명칭은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 시행령에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 신문은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 알고는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 우선,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 유,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 의가사제대는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 이것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 작년에도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 저희들이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 제대증을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 지금,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부인사국장 차가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 감사합니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 거기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 그런데,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 다른,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 봉급이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 여기는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 여기에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부작전교육국장 주로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정보참모부장 김계원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 과거에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 그런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 보내드리겠습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 사기앙양에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 이것이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 정훈장교는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈감 편지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈국계획과장 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈국계획과장 그런데,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
"육군본부정훈국영화과장 예,",1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부정훈국영화과장 저희들이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감 메리야스관계는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감 전체를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감 조달문제에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감 중요한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감실관리과장 저희가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달감실물가조사과장 각,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차장 수의계약,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차장 업자가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차장 연천의,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차장 예결에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차장 중앙조달이지마는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부참모장 태풍으로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국경리과장 다,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국경리과장 본부에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국법무과장 거기에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국법무과장 군법회의송치,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국법무과장 육군형무소에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국법무과장 파면은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
"육군본부총무국섭외과장 예,",1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국섭외과장 이번에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국인사과장 그런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국인사과장 예산면은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국인사과장 일부는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국인사과장 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국장 각,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국장 균등히,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국장 그렇게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국장 이번에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부총무국총무과장 정부조직법에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 각,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 그렇습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 넘어온,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 비행기를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 사상관계가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 육군항공기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부항공부감 첫째는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부행정참모부장 000,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부행정참모부장 신응균,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 8월,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 검문소문제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 계,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 국방부에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 군복무를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 그런,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 급식문제에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 민간형무소에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 법무감과,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 심장쇠약이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 영천사건으로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 예.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 인사권은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 저희,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 저희가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 저희는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 전속시킨,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 지금,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 최초에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 필요하면,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 헌병감실은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 헌병령에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부헌병감 헌병사령부와,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부화학감 1700만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부화학감 타,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군의무교육기지부사령관 그것보다도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군의무교육기지부사령관 민간사람들이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군의무교육기지부사령관 총병력이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군의무교육기지부사령관 현재,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대 강소령,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 같이,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 관구,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 그렇지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 금년,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 물적,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 서로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 아까,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 안,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 압니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 야전군에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 예.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 왔을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 의무는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 있습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 잘,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 적발,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 지금부터,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 지금은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군제17범죄수사대장 한번,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군조병창장 규모로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군조병창장 사람을,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군조병창장 재료비,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군첩보부대장 과거,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군첩보부대장 역용관계는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군첩보부대장 장복성,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군통신기지창 최남일,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대경리실장 부채는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대경리실장 월별로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대경리실장 인력사항은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대경리실장 작년도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대내정처장 그다음에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대내정처장 저희들은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대내정처장 현재까지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 간첩,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 거기에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 근래의,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 기타사건이라는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 둘째,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 육군에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 첫째에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대장보좌관 하나도,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대특무처장 규정상에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대특무처장 그것은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군특무부대특무처장 신원조사관계를,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
육완국 의원(계속),1,0,0,0,0,0.0,무소속,충남 논산을,남,초선,지역구
육홍균 위원,1,0,0,0,0,0.0,대한독립촉성국민회,경북 선산,남,재선,지역구
윤만석 의원(계속),1,0,0,0,0,0.0,자유당,경북 문경,남,초선,지역구
윤병구 의원(계속),1,0,0,0,0,0.0,무소속,충남 예산,남,재선,지역구
윤병호,1,0,0,0,0,0.0,무소속,경남 남해,남,초선,지역구
윤성순△박충식 조경규,1,0,0,0,0,0.0,자유당,충남 공주군갑,남,3선,지역구
윤용구 위원(발언도중),1,0,0,0,0,0.0,자유당,경북 청송,남,재선,지역구
윤재욱 의원(계속),1,0,0,0,0,0.0,무소속,서울 영등포구갑,남,재선,지역구
윤제술 위원(계속),1,0,0,0,0,0.0,민주당,전북 김제군을,남,6선,지역구
윤치영,1,0,0,0,0,0.0,국민당,서울 중구갑,남,4선,지역구
윤택중 위원(계속),1,0,0,0,0,0.0,민주당,전북 익산을,남,3선,지역구
윤택중 의원(계속),1,0,0,0,0,0.0,민주국민당,전북 익산을,남,3선,지역구
융자선,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
융자은행,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
으니까,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사과장 (낭독),1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사과장 (속기록,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사과장 이진호,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사과장 제42차,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사국장 이진호,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의사국장 허남원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의원 신익희,1,0,0,0,0,0.0,민주국민당,전남 광주,남,3선,지역구
의원 이기붕,1,0,0,0,0,0.0,자유당,서울 서대문구을,남,재선,지역구
의자 신익희,1,0,0,0,0,0.0,민주국민당,전남 광주,남,3선,지역구
의장 긴익희,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 김동원,1,0,0,0,0,0.0,한국민주당,서울 용산구,남,초선,지역구
의장 김익희,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 신익회,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 신익희(계속해서),1,0,0,0,0,0.0,민주국민당,전남 광주,남,3선,지역구
의장 신익히,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 싱익희,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 이승만원,1,0,0,0,0,0.0,대한독립촉성국민회,서울 동대문구갑,남,초선,지역구
의장 이재학,1,0,0,0,0,0.0,자유당,강원 홍천군,남,5선,지역구
의장 조경규,1,0,0,0,0,0.0,자유당,경남 함안군,남,3선,지역구
의장 조봉암,1,0,0,0,0,0.0,대한국민당,경기 인천병,남,재선,지역구
의장(이기붕),1,0,0,0,0,0.0,자유당,서울 서대문구을,남,재선,지역구
의장대리 조봉암(계속),1,0,0,0,0,0.0,대한국민당,경기 인천병,남,재선,지역구
의회◯,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이 간사,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이갑성 위원,1,0,0,0,0,0.0,무소속,경북 대구병,남,초선,지역구
이국현 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이기붕 위원,1,0,0,0,0,0.0,자유당,경기 이천,남,재선,지역구
이남규 위원,1,0,0,0,0,0.0,대한독립촉성국민회,전남 목포,남,재선,지역구
이동진 위원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이상용 김정기,1,0,0,0,0,0.0,자유당,경남 남해,남,초선,지역구
이석구 의원,1,0,0,0,0,0.0,대한독립촉성국민회,경북 경주을,남,초선,지역구
이석의원 첫째,1,0,0,0,0,0.0,대한독립촉성국민회,경북 경주을,남,초선,지역구
이석화 의원,1,0,0,0,0,0.0,대한독립촉성국민회,경북 경주을,남,초선,지역구
이성주 유기수(예),1,0,0,0,0,0.0,무소속,강원 정선,남,초선,지역구
이성호 1060만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 110만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 1200입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 2월달에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 400만,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 6월부터입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 가족밖에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 검찰이란,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 국가적,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 국방부에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그게,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그때,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그때에는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그렇지,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그전부터,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 그전에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 금시초문입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 금액은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 대개,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 두,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 들은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 모든,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 못,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 바꾸어,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 보증수표입니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 비용은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 생산공장에서,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 세세한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 수사과나,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 수첩,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 수표로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 알았습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 우리,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 일부,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 입찰에,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 있습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 자세히,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 잡혀,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 재무장관,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 저희,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 저희는,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 정부보유불로,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 제가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 처음,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 추천내용은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 틀림없습니다.,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 한,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 한화표시금액은,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이성호 회장에게가,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이영의 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이영희,1,0,0,0,0,0.0,자유당,경남 의령,남,재선,지역구
이영희 신규식,1,0,0,0,0,0.0,자유당,전북 부안,남,재선,지역구
이우선 의원,1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이우줄 의원(계속),1,0,0,0,0,0.0,미상,미상,미상,미상,미상
이윤영 위원,1,0,0,0,0,0.0,조선민주당,서울 종로구갑,남,초선,지역구
이은태 의원(계속),1,0,0,0,0,0.0,자유당,전남 여천,남,초선,지역구
이익흥 의원(계속),1,0,0,0,0,0.0,자유당,경기 연천,남,초선,지역구
이재학 의원(계속),1,0,0,0,0,0.0,자유당,강원 홍천군,남,5선,지역구
이재학의원(계속),1,0,0,0,0,0.0,자유당,강원 홍천군,남,5선,지역구
이정기 의원,1,0,0,0,0,0.0,조선민족청년단,전북 남원,남,초선,지역구
이존화 의원(계속),1,0,0,0,0,0.0,자유당,전북 완주군갑,남,재선,지역구
이존화 최규남,1,0,0,0,0,0.0,자유당,전북 완주갑,남,재선,지역구
