Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
서인홍 의원(계속),4,0,0,0,0,0.0,무소속,경남 진주,남,초선,지역구
속기,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
수행,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
신행용 의원(계속),4,0,0,0,0,0.0,무소속,전남 무안갑,남,초선,지역구
여중 오경순,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
외무부장관 변영태(계속),4,0,0,0,0,0.0,미상,미상,미상,미상,미상
위원장대리 김동욱,4,0,0,0,0,0.0,무소속,경남 부산정,남,3선,지역구
위원장대리 이필호,4,0,0,0,0,0.0,민주당,전남 광주을,남,초선,지역구
위원장대리 정헌주,4,0,0,0,0,0.0,민주당,경남 사천군,남,5선,지역구
육군기갑학교장 네!,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군본부조달차감 한순화,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
육군헌병감 이규광,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
의장 이기붕(계속),4,0,0,0,0,0.0,자유당,서울 서대문구을,남,재선,지역구
장홍염 의원(계속),4,0,0,0,0,0.0,한국민주당,전남 무안을,남,재선,지역구
재무부차관 천병규(계속),4,0,0,0,0,0.0,미상,미상,미상,미상,미상
정우일 의원,4,0,0,0,0,0.0,무소속,경북 의성갑,남,초선,지역구
제1군사령부감찰부장 황철신,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2군사령부병참참모 김덕서,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2군사령부헌병부장 제가,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2병참단제10기지창2종계장 이정희,4,0,0,0,0,0.0,자유당,경북 영주군,남,재선,지역구
제2보충대대 박정수,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
증인 구봉회,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
증인 주영택,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
증인 최유영,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
진직현 의원,4,0,0,0,0,0.0,대한독립촉성국민회,전북 임실,남,초선,지역구
징계자격위원장 김익로,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
해군본부인사국장 김영관,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
홍익표 의원,4,0,0,0,0,0.0,무소속,경기 가평,남,6선,지역구
柳俊相 議員,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
柳鴻烈 議員,4,0,0,0,0,0.0,미상,미상,미상,미상,미상
柳來琬 議員,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
간사 이호진,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
감사위원,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
강경옥 의원(계속),3,0,0,0,0,0.0,무소속,제주 남제주군,남,3선,지역구
경상남도경찰국경비과장 최윤국,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
경상남도경찰국사찰과장 이화식,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
경상북도병사구사령관 황인표,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
고시위원장 배은희,3,0,0,0,0,0.0,대한국민당,경북 달성,남,초선,지역구
공군본부정훈감 김기완,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
공보처차장 김형원,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
교통부육운국영업과장 임성일,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
교통부장관 김석관(계속),3,0,0,0,0,0.0,미상,미상,미상,미상,미상
국방부총무국장대리 예.,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
금융조합연합회장 배민수,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
김병주 의원,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
김영삼 의원(계속),3,0,0,0,0,0.0,자유당,경남 거제군,남,9선,지역구
김용현 의원,3,0,0,0,0,0.0,한국민주당,전남 무안갑,남,초선,지역구
김우동 의원,3,0,0,0,0,0.0,무소속,경북 선산군,남,재선,지역구
김응주 의원(계속),3,0,0,0,0,0.0,민주당,"경남 부산시,중구",남,4선,지역구
김의준 의원(계속),3,0,0,0,0,0.0,자유당,경기 여주군,남,3선,지역구
김인식 위원,3,0,0,0,0,0.0,대동청년당,경기 옹진을,남,초선,지역구
김춘호 의원(계속),3,0,0,0,0,0.0,자유당,전북 이리,남,초선,지역구
나창헌 의원(계속),3,0,0,0,0,0.0,자유당,충남 서산갑,남,초선,지역구
내무부차관 김효석,3,0,0,0,0,0.0,대한독립촉성국민회,경남 합천을,남,초선,지역구
내무위원장 박순석,3,0,0,0,0,0.0,자유당,경북 영일갑,남,3선,지역구
내무위원장 하을춘(계속),3,0,0,0,0,0.0,무소속,경남 창녕,남,초선,지역구
내무장관 윤치영,3,0,0,0,0,0.0,한국민주당,서울 중구,남,4선,지역구
내무장관 이익흥(계속),3,0,0,0,0,0.0,미상,미상,미상,미상,미상
내무차관 김효석,3,0,0,0,0,0.0,대한독립촉성국민회,경남 합천을,남,초선,지역구
농림분과위원장 조병문,3,0,0,0,0,0.0,자유당,전남 진도군,남,재선,지역구
답(김석관 교통부장관),3,0,0,0,0,0.0,미상,미상,미상,미상,미상
류홍열 의원,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
문교부차관 허증수,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
법무부장관 서상권,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
법무부차관 백한성,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
법제사법위원장대리 업상섭,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
벡관수 의원,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
부의장 조봉안,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
부의장 최순주(계속),3,0,0,0,0,0.0,자유당,충북 영동,남,초선,지역구
선거위원회위원장 노진설,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
시국대책특별위원장 이재형,3,0,0,0,0,0.0,무소속,경기 시흥시,남,7선,지역구
신현모 의원,3,0,0,0,0,0.0,한국민주당,황해도 연백을,남,초선,지역구
외무부장관서리 조정환(계속),3,0,0,0,0,0.0,미상,미상,미상,미상,미상
위원장대리 박철웅,3,0,0,0,0,0.0,자유당,전남 고흥군을,남,3선,지역구
위원장대리 손재형,3,0,0,0,0,0.0,무소속,전남 진도군,남,재선,지역구
위원장대리 이재현,3,0,0,0,0,0.0,무소속,경남 삼천포시,남,재선,지역구
위원장대리 정규상,3,0,0,0,0,0.0,자유당,강원 영월,남,재선,지역구
윤제술 의원(계속),3,0,0,0,0,0.0,무소속,전북 김제군을,남,6선,지역구
이의상 의원,3,0,0,0,0,0.0,대한독립촉성국민회,충북 음성,남,초선,지역구
이종영 위원,3,0,0,0,0,0.0,대한독립촉성국민회,강원 정선,남,초선,지역구
자유당원내부총무 곽의영,3,0,0,0,0,0.0,자유당,충북 청원을,남,3선,지역구
재무부사세국직세과장 성두현,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
전문위원 고병국,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
전원위원장 곽상훈,3,0,0,0,0,0.0,무소속,경기 인천시을,남,5선,지역구
정동기 제가,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
정진근 의원,3,0,0,0,0,0.0,무소속,경남 양산,남,초선,지역구
제1201공병단장 제가,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제1군부사령관 민기식,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2군사령부경리과장 김병만,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2군사령부법무부장 예.,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제2군사령부헌병부장 그,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제6군단특무대장 예.,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제8병참기지창장 그것은,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
제8병참기지창장 네!,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
조봉암 의원(계속),3,0,0,0,0,0.0,대한국민당,경기 인천병,남,재선,지역구
조순 의원(계속),3,0,0,0,0,0.0,자유당,전남 곡성군,남,3선,지역구
증인 김규진,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
증인 박성희,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
증인 변재준,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
징계자격위원장 정존수,3,0,0,0,0,0.0,자유당,경기 평택군,남,재선,지역구
체신부차관 최재호,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
총무국관리과장 곽종호,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
총무국장 권병호,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
해군본부법무감 예.,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
해무청해운국장 김응순,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
헌병사령부부산분실장 네!,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
헌병사령부참모장 이창우,3,0,0,0,0,0.0,미상,미상,미상,미상,미상
