SpeakerA,SpeakerB,Weight,Examples
이필호위원,제9기지창장이것이,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 27, ""SeqB"": 27, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||27"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||27""}]"
권중돈위원,제9기지창장제가,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 37, ""SeqB"": 38, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||37"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||38""}]"
권중돈위원,제9기지창장이것이,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 27, ""SeqB"": 28, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||27"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||28""}]"
조규갑의원,홍순옥의원,1,"[{""MeetingID"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)"", ""Date"": ""1949-09-24"", ""SeqA"": 186, ""SeqB"": 187, ""SpeechA"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||186"", ""SpeechB"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||187""}]"
권중돈위원,제9기지창장예.,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 29, ""SeqB"": 30, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||29"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||30""}]"
제1조달근무대장마웅호,제9기지창장9기지창은,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 31, ""SeqB"": 31, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||31"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||31""}]"
권중돈위원,제9기지창장9기지창은,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 31, ""SeqB"": 32, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||31"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||32""}]"
제1조달근무대장마웅호,제9기지창장2군,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 33, ""SeqB"": 33, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||33"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||33""}]"
권중돈위원,제9기지창장2군,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 33, ""SeqB"": 34, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||33"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||34""}]"
최헌길의원,황병규의원,1,"[{""MeetingID"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)"", ""Date"": ""1949-09-24"", ""SeqA"": 155, ""SeqB"": 156, ""SpeechA"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||155"", ""SpeechB"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||156""}]"
서정희의원,재정경제위원장홍성하,1,"[{""MeetingID"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)"", ""Date"": ""1949-09-24"", ""SeqA"": 72, ""SeqB"": 73, ""SpeechA"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||72"", ""SpeechB"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||73""}]"
제1조달근무대장마웅호,제9기지창장제가,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 37, ""SeqB"": 37, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||37"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||37""}]"
유용식위원,제9기지창장그런,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 51, ""SeqB"": 52, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||51"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||52""}]"
교통부장관허정,김진구의원,1,"[{""MeetingID"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-09-23"", ""SeqA"": 239, ""SeqB"": 240, ""SpeechA"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||239"", ""SpeechB"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||240""}]"
이철승위원,제10지구급양대장대체하는,1,"[{""MeetingID"": ""1958-10-27||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-27"", ""SeqA"": 80, ""SeqB"": 80, ""SpeechA"": ""1958-10-27||제4대국회 1958년도 국정감사 국방위원회(전체회의)||80"", ""SpeechB"": ""1958-10-27||제4대국회 1958년도 국정감사 국방위원회(전체회의)||80""}]"
오석주의원,황두연의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 55, ""SeqB"": 56, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||55"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||56""}]"
육군본부조달차장예결에서,이철승위원,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 127, ""SeqB"": 128, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||127"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||128""}]"
육군본부조달차장업자가,이철승위원,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 128, ""SeqB"": 129, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||128"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||129""}]"
육군본부조달차장업자가,이원장위원,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 129, ""SeqB"": 130, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||129"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||130""}]"
이인의원,정해준의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 152, ""SeqB"": 155, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||152"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||155""}]"
박순석의원,백남채의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 88, ""SeqB"": 89, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||88"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||89""}]"
제1군사령관유재흥,제1군사령부인사참모박창원,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 19, ""SeqB"": 20, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||19"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||20""}]"
박병배위원,제1군사령부인사참모박창원,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 20, ""SeqB"": 21, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||20"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||21""}]"
이필호위원,제1군사령관유재흥,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 22, ""SeqB"": 23, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||22"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||23""}]"
서이환의원,재정경제위원장홍성하,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 64, ""SeqB"": 65, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||64"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||65""}]"
제1군부사령관민기식,제1군사령관유재흥,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 26, ""SeqB"": 27, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||26"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||27""}]"
이철승위원,제1군사령관유재흥,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 32, ""SeqB"": 33, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||32"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||33""}]"
이철승위원,제1조달근무대행정과장임승교,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 122, ""SeqB"": 123, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||122"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||123""}]"
부의장윤치영,이정래의원(계속),1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 30, ""SeqB"": 31, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||30"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||31""}]"
우희창위원,조일재위원,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 34, ""SeqB"": 35, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||34"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||35""}]"
이정래의원(계속),조국현의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 29, ""SeqB"": 30, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||29"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||30""}]"
구철회위원,위원장대리서임수,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 41, ""SeqB"": 42, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||41"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||42""}]"
나용균의원,정준의원,1,"[{""MeetingID"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)"", ""Date"": ""1949-09-21"", ""SeqA"": 135, ""SeqB"": 136, ""SpeechA"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||135"", ""SpeechB"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||136""}]"
김봉조의원,법제사법위원장백관수,1,"[{""MeetingID"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)"", ""Date"": ""1949-09-21"", ""SeqA"": 90, ""SeqB"": 93, ""SpeechA"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||90"", ""SpeechB"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||93""}]"
박순석의원,주기용의원,1,"[{""MeetingID"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)"", ""Date"": ""1949-09-21"", ""SeqA"": 35, ""SeqB"": 36, ""SpeechA"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||35"", ""SpeechB"": ""1949-09-21||제1대국회 제5회(임시회) 제3차 국회본회의(전체회의)||36""}]"
유성권위원,제1군사령부정보참모정민택,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 54, ""SeqB"": 55, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||54"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||55""}]"
제1군사령관유재흥,제1군사령부정보참모정민택,1,"[{""MeetingID"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-29"", ""SeqA"": 55, ""SeqB"": 56, ""SpeechA"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||55"", ""SpeechB"": ""1958-10-29||제4대국회 1958년도 국정감사 국방위원회(전체회의)||56""}]"
강기문의원,이정래의원,1,"[{""MeetingID"": ""1949-09-20||제1대국회 제5회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1949-09-20"", ""SeqA"": 457, ""SeqB"": 458, ""SpeechA"": ""1949-09-20||제1대국회 제5회(임시회) 제2차 국회본회의(전체회의)||457"", ""SpeechB"": ""1949-09-20||제1대국회 제5회(임시회) 제2차 국회본회의(전체회의)||458""}]"
육군본부조달차장예결에서,제1조달근무대장마웅호,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 126, ""SeqB"": 127, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||126"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||127""}]"
이원장위원,제1조달근무대행정과장임승교,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 121, ""SeqB"": 122, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||121"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||122""}]"
강선명의원,교통부장관허정,1,"[{""MeetingID"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-09-23"", ""SeqA"": 234, ""SeqB"": 235, ""SpeechA"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||234"", ""SpeechB"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||235""}]"
신상학의원,정준의원,1,"[{""MeetingID"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-09-23"", ""SeqA"": 85, ""SeqB"": 86, ""SpeechA"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||85"", ""SpeechB"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||86""}]"
이철승위원,제9기지창장그것은,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 55, ""SeqB"": 55, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||55"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||55""}]"
유용식위원,제9기지창장그것은,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 55, ""SeqB"": 56, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||55"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||56""}]"
이철승위원,제9기지창장지금,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 59, ""SeqB"": 59, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||59"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||59""}]"
유용식위원,제9기지창장지금,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 59, ""SeqB"": 60, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||59"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||60""}]"
이철승위원,제9기지창장그때,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 61, ""SeqB"": 61, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||61"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||61""}]"
유용식위원,제9기지창장그때,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 61, ""SeqB"": 62, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||61"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||62""}]"
이철승위원,제9기지창장그런데,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 63, ""SeqB"": 63, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||63"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||63""}]"
유용식위원,제9기지창장그런데,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 63, ""SeqB"": 64, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||63"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||64""}]"
이철승위원,제9기지창장중간창으로서,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 65, ""SeqB"": 65, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||65"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||65""}]"
유용식위원,제9기지창장중간창으로서,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 65, ""SeqB"": 66, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||65"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||66""}]"
신상학의원,최창섭의원,1,"[{""MeetingID"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-09-23"", ""SeqA"": 84, ""SeqB"": 85, ""SpeechA"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||84"", ""SpeechB"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||85""}]"
조헌영의원,허영호의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 157, ""SeqB"": 158, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||157"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||158""}]"
김상돈의원,총무국장한창수,1,"[{""MeetingID"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-09-23"", ""SeqA"": 31, ""SeqB"": 32, ""SpeechA"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||31"", ""SpeechB"": ""1949-09-23||제1대국회 제5회(임시회) 제5차 국회본회의(전체회의)||32""}]"
김재학의원,이강우의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 174, ""SeqB"": 175, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||174"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||175""}]"
박병배위원,오재영위원,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 83, ""SeqB"": 83, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||83"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||83""}]"
박충모위원,제1조달근무대장마웅호,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 86, ""SeqB"": 87, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||86"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||87""}]"
육군본부조달차장연천의,육군사관학교장이한림,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 88, ""SeqB"": 88, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||88"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||88""}]"
박병배위원,육군본부조달차장연천의,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 88, ""SeqB"": 89, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||88"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||89""}]"
곽상훈의원,오택관의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 161, ""SeqB"": 162, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||161"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||162""}]"
오택관의원,이인의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 160, ""SeqB"": 161, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||160"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||161""}]"
이석주의원,이인의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 159, ""SeqB"": 160, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||159"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||160""}]"
이석주의원,허영호의원,1,"[{""MeetingID"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)"", ""Date"": ""1949-09-22"", ""SeqA"": 158, ""SeqB"": 159, ""SpeechA"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||158"", ""SpeechB"": ""1949-09-22||제1대국회 제5회(임시회) 제4차 국회본회의(전체회의)||159""}]"
전문위원이수용,제1조달근무대장마웅호,1,"[{""MeetingID"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-10-28"", ""SeqA"": 19, ""SeqB"": 19, ""SpeechA"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||19"", ""SpeechB"": ""1958-10-28||제4대국회 1958년도 국정감사 국방위원회(전체회의)||19""}]"
김웅진의원,김진구의원,1,"[{""MeetingID"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)"", ""Date"": ""1949-09-24"", ""SeqA"": 193, ""SeqB"": 194, ""SpeechA"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||193"", ""SpeechB"": ""1949-09-24||제1대국회 제5회(임시회) 제6차 국회본회의(전체회의)||194""}]"
