SpeakerA,SpeakerB,Weight,Examples
김상돈의원,부의장조경규,222,"[{""MeetingID"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)"", ""Date"": ""1955-03-09"", ""SeqA"": 204, ""SeqB"": 206, ""SpeechA"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||204"", ""SpeechB"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||206""}, {""MeetingID"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)"", ""Date"": ""1955-03-09"", ""SeqA"": 206, ""SeqB"": 209, ""SpeechA"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||206"", ""SpeechB"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||209""}, {""MeetingID"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)"", ""Date"": ""1955-03-09"", ""SeqA"": 234, ""SeqB"": 235, ""SpeechA"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||234"", ""SpeechB"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||235""}]"
의장이기붕,조영규의원,219,"[{""MeetingID"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1954-06-10"", ""SeqA"": 74, ""SeqB"": 75, ""SpeechA"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||74"", ""SpeechB"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||75""}, {""MeetingID"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1954-06-10"", ""SeqA"": 75, ""SeqB"": 76, ""SpeechA"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||75"", ""SpeechB"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||76""}, {""MeetingID"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1954-06-10"", ""SeqA"": 109, ""SeqB"": 110, ""SpeechA"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||109"", ""SpeechB"": ""1954-06-10||제3대국회 제19회(임시회) 제2차 국회본회의(전체회의)||110""}]"
백관수의원,부의장김동원,219,"[{""MeetingID"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1948-06-10"", ""SeqA"": 202, ""SeqB"": 204, ""SpeechA"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)||202"", ""SpeechB"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)||204""}, {""MeetingID"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1948-06-10"", ""SeqA"": 204, ""SeqB"": 205, ""SpeechA"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)||204"", ""SpeechB"": ""1948-06-10||제1대국회 제1회(임시회) 제7차 국회본회의(전체회의)||205""}, {""MeetingID"": ""1948-06-11||제1대국회 제1회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1948-06-11"", ""SeqA"": 146, ""SeqB"": 147, ""SpeechA"": ""1948-06-11||제1대국회 제1회(임시회) 제8차 국회본회의(전체회의)||146"", ""SpeechB"": ""1948-06-11||제1대국회 제1회(임시회) 제8차 국회본회의(전체회의)||147""}]"
법제사법위원장김정실,의장신익희,217,"[{""MeetingID"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)"", ""Date"": ""1954-01-11"", ""SeqA"": 37, ""SeqB"": 38, ""SpeechA"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||37"", ""SpeechB"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||38""}, {""MeetingID"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)"", ""Date"": ""1954-01-11"", ""SeqA"": 60, ""SeqB"": 61, ""SpeechA"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||60"", ""SpeechB"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||61""}, {""MeetingID"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)"", ""Date"": ""1954-01-11"", ""SeqA"": 61, ""SeqB"": 62, ""SpeechA"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||61"", ""SpeechB"": ""1954-01-11||제2대국회 제18회(정기회) 제11차 국회본회의(전체회의)||62""}]"
김선태위원,증인손석래,216,"[{""MeetingID"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)"", ""Date"": ""1960-03-24"", ""SeqA"": 164, ""SeqB"": 165, ""SpeechA"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||164"", ""SpeechB"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||165""}, {""MeetingID"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)"", ""Date"": ""1960-03-24"", ""SeqA"": 165, ""SeqB"": 166, ""SpeechA"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||165"", ""SpeechB"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||166""}, {""MeetingID"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)"", ""Date"": ""1960-03-24"", ""SeqA"": 166, ""SeqB"": 167, ""SpeechA"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||166"", ""SpeechB"": ""1960-03-24||제4대국회 제35회(임시회) 제1차 마산사건조사특별위원회(전체회의)||167""}]"
법제사법위원장박세경,부의장한희석,216,"[{""MeetingID"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)"", ""Date"": ""1958-07-09"", ""SeqA"": 627, ""SeqB"": 646, ""SpeechA"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)||627"", ""SpeechB"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)||646""}, {""MeetingID"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)"", ""Date"": ""1958-07-09"", ""SeqA"": 646, ""SeqB"": 647, ""SpeechA"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)||646"", ""SpeechB"": ""1958-07-09||제4대국회 제29회(임시회) 제17차 국회본회의(전체회의)||647""}, {""MeetingID"": ""1958-07-12||제4대국회 제29회(임시회) 제20차 국회본회의(전체회의)"", ""Date"": ""1958-07-12"", ""SeqA"": 147, ""SeqB"": 148, ""SpeechA"": ""1958-07-12||제4대국회 제29회(임시회) 제20차 국회본회의(전체회의)||147"", ""SpeechB"": ""1958-07-12||제4대국회 제29회(임시회) 제20차 국회본회의(전체회의)||148""}]"
위원장이충환,이철승위원,214,"[{""MeetingID"": ""1954-09-28||제3대국회 제19회(임시회) 제11차 예산결산위원회(전체회의)"", ""Date"": ""1954-09-28"", ""SeqA"": 82, ""SeqB"": 83, ""SpeechA"": ""1954-09-28||제3대국회 제19회(임시회) 제11차 예산결산위원회(전체회의)||82"", ""SpeechB"": ""1954-09-28||제3대국회 제19회(임시회) 제11차 예산결산위원회(전체회의)||83""}, {""MeetingID"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)"", ""Date"": ""1954-10-05"", ""SeqA"": 52, ""SeqB"": 53, ""SpeechA"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)||52"", ""SpeechB"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)||53""}, {""MeetingID"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)"", ""Date"": ""1954-10-05"", ""SeqA"": 53, ""SeqB"": 54, ""SpeechA"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)||53"", ""SpeechB"": ""1954-10-05||제3대국회 제19회(임시회) 제12차 예산결산위원회(전체회의)||54""}]"
부의장조봉암,이진수의원,213,"[{""MeetingID"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)"", ""Date"": ""1950-12-11"", ""SeqA"": 83, ""SeqB"": 85, ""SpeechA"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||83"", ""SpeechB"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||85""}, {""MeetingID"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)"", ""Date"": ""1950-12-11"", ""SeqA"": 87, ""SeqB"": 88, ""SpeechA"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||87"", ""SpeechB"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||88""}, {""MeetingID"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)"", ""Date"": ""1950-12-11"", ""SeqA"": 88, ""SeqB"": 90, ""SpeechA"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||88"", ""SpeechB"": ""1950-12-11||제2대국회 제9회(임시회) 제1차 국회본회의(전체회의)||90""}]"
박정근위원,위원장이충환,211,"[{""MeetingID"": ""1955-03-08||제3대국회 제20회(정기회) 제1차 예산결산위원회(전체회의)"", ""Date"": ""1955-03-08"", ""SeqA"": 36, ""SeqB"": 37, ""SpeechA"": ""1955-03-08||제3대국회 제20회(정기회) 제1차 예산결산위원회(전체회의)||36"", ""SpeechB"": ""1955-03-08||제3대국회 제20회(정기회) 제1차 예산결산위원회(전체회의)||37""}, {""MeetingID"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)"", ""Date"": ""1955-04-27"", ""SeqA"": 28, ""SeqB"": 29, ""SpeechA"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)||28"", ""SpeechB"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)||29""}, {""MeetingID"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)"", ""Date"": ""1955-04-27"", ""SeqA"": 29, ""SeqB"": 30, ""SpeechA"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)||29"", ""SpeechB"": ""1955-04-27||제3대국회 제20회(정기회) 제3차 예산결산위원회(전체회의)||30""}]"
양일동위원,위원장이성주,205,"[{""MeetingID"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)"", ""Date"": ""1959-10-15"", ""SeqA"": 19, ""SeqB"": 20, ""SpeechA"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)||19"", ""SpeechB"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)||20""}, {""MeetingID"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)"", ""Date"": ""1959-10-15"", ""SeqA"": 20, ""SeqB"": 21, ""SpeechA"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)||20"", ""SpeechB"": ""1959-10-15||제4대국회 제33회(정기회) 제1차 국회운영위원회(전체회의)||21""}, {""MeetingID"": ""1959-10-16||제4대국회 제33회(정기회) 제2차 국회운영위원회(전체회의)"", ""Date"": ""1959-10-16"", ""SeqA"": 19, ""SeqB"": 20, ""SpeechA"": ""1959-10-16||제4대국회 제33회(정기회) 제2차 국회운영위원회(전체회의)||19"", ""SpeechB"": ""1959-10-16||제4대국회 제33회(정기회) 제2차 국회운영위원회(전체회의)||20""}]"
부의장김동원,서우석의원,199,"[{""MeetingID"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1948-06-01"", ""SeqA"": 233, ""SeqB"": 234, ""SpeechA"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)||233"", ""SpeechB"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)||234""}, {""MeetingID"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)"", ""Date"": ""1948-06-01"", ""SeqA"": 234, ""SeqB"": 235, ""SpeechA"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)||234"", ""SpeechB"": ""1948-06-01||제1대국회 제1회(임시회) 제2차 국회본회의(전체회의)||235""}, {""MeetingID"": ""1948-06-08||제1대국회 제1회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1948-06-08"", ""SeqA"": 88, ""SeqB"": 94, ""SpeechA"": ""1948-06-08||제1대국회 제1회(임시회) 제5차 국회본회의(전체회의)||88"", ""SpeechB"": ""1948-06-08||제1대국회 제1회(임시회) 제5차 국회본회의(전체회의)||94""}]"
박영종의원,의장이기붕,198,"[{""MeetingID"": ""1954-07-02||제3대국회 제19회(임시회) 제15차 국회본회의(전체회의)"", ""Date"": ""1954-07-02"", ""SeqA"": 76, ""SeqB"": 77, ""SpeechA"": ""1954-07-02||제3대국회 제19회(임시회) 제15차 국회본회의(전체회의)||76"", ""SpeechB"": ""1954-07-02||제3대국회 제19회(임시회) 제15차 국회본회의(전체회의)||77""}, {""MeetingID"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)"", ""Date"": ""1954-11-30"", ""SeqA"": 64, ""SeqB"": 65, ""SpeechA"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)||64"", ""SpeechB"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)||65""}, {""MeetingID"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)"", ""Date"": ""1954-11-30"", ""SeqA"": 65, ""SeqB"": 66, ""SpeechA"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)||65"", ""SpeechB"": ""1954-11-30||제3대국회 제19회(임시회) 제92차 국회본회의(전체회의)||66""}]"
백남식의원,부의장조봉암,196,"[{""MeetingID"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)"", ""Date"": ""1950-11-07"", ""SeqA"": 57, ""SeqB"": 58, ""SpeechA"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)||57"", ""SpeechB"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)||58""}, {""MeetingID"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)"", ""Date"": ""1950-11-07"", ""SeqA"": 58, ""SeqB"": 59, ""SpeechA"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)||58"", ""SpeechB"": ""1950-11-07||제2대국회 제8회(임시회) 제45차 국회본회의(전체회의)||59""}, {""MeetingID"": ""1950-11-11||제2대국회 제8회(임시회) 제48차 국회본회의(전체회의)"", ""Date"": ""1950-11-11"", ""SeqA"": 31, ""SeqB"": 33, ""SpeechA"": ""1950-11-11||제2대국회 제8회(임시회) 제48차 국회본회의(전체회의)||31"", ""SpeechB"": ""1950-11-11||제2대국회 제8회(임시회) 제48차 국회본회의(전체회의)||33""}]"
법제사법위원장대리엄상섭,부의장윤치영,196,"[{""MeetingID"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)"", ""Date"": ""1953-04-17"", ""SeqA"": 43, ""SeqB"": 54, ""SpeechA"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||43"", ""SpeechB"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||54""}, {""MeetingID"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)"", ""Date"": ""1953-04-17"", ""SeqA"": 54, ""SeqB"": 56, ""SpeechA"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||54"", ""SpeechB"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||56""}, {""MeetingID"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)"", ""Date"": ""1953-04-17"", ""SeqA"": 56, ""SeqB"": 57, ""SpeechA"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||56"", ""SpeechB"": ""1953-04-17||제2대국회 제15회(정기회) 제56차 국회본회의(전체회의)||57""}]"
부의장조봉암,상공위원장대리태완선,194,"[{""MeetingID"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)"", ""Date"": ""1951-07-14"", ""SeqA"": 40, ""SeqB"": 49, ""SpeechA"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||40"", ""SpeechB"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||49""}, {""MeetingID"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)"", ""Date"": ""1951-07-14"", ""SeqA"": 49, ""SeqB"": 50, ""SpeechA"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||49"", ""SpeechB"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||50""}, {""MeetingID"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)"", ""Date"": ""1951-07-14"", ""SeqA"": 50, ""SeqB"": 58, ""SpeechA"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||50"", ""SpeechB"": ""1951-07-14||제2대국회 제11회(임시회) 제26차 국회본회의(전체회의)||58""}]"
강영훈위원,피고강정규,190,"[{""MeetingID"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-04"", ""SeqA"": 44, ""SeqB"": 45, ""SpeechA"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||44"", ""SpeechB"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||45""}, {""MeetingID"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-04"", ""SeqA"": 45, ""SeqB"": 46, ""SpeechA"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||45"", ""SpeechB"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||46""}, {""MeetingID"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-07-04"", ""SeqA"": 46, ""SeqB"": 47, ""SpeechA"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||46"", ""SpeechB"": ""1958-07-04||제4대국회 1958년도 국정감사 국방위원회(전체회의)||47""}]"
양일동위원,위원장조순,188,"[{""MeetingID"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)"", ""Date"": ""1958-09-10"", ""SeqA"": 23, ""SeqB"": 24, ""SpeechA"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||23"", ""SpeechB"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||24""}, {""MeetingID"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)"", ""Date"": ""1958-09-10"", ""SeqA"": 24, ""SeqB"": 25, ""SpeechA"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||24"", ""SpeechB"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||25""}, {""MeetingID"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)"", ""Date"": ""1958-09-10"", ""SeqA"": 33, ""SeqB"": 34, ""SpeechA"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||33"", ""SpeechB"": ""1958-09-10||제4대국회 제30회(정기회) 제1차 국회운영위원회(전체회의)||34""}]"
박영종의원(계속),부의장조경규,186,"[{""MeetingID"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)"", ""Date"": ""1955-03-09"", ""SeqA"": 227, ""SeqB"": 228, ""SpeechA"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||227"", ""SpeechB"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||228""}, {""MeetingID"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)"", ""Date"": ""1955-03-09"", ""SeqA"": 228, ""SeqB"": 234, ""SpeechA"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||228"", ""SpeechB"": ""1955-03-09||제3대국회 제20회(정기회) 제9차 국회본회의(전체회의)||234""}, {""MeetingID"": ""1955-04-22||제3대국회 제20회(정기회) 제33차 국회본회의(전체회의)"", ""Date"": ""1955-04-22"", ""SeqA"": 206, ""SeqB"": 207, ""SpeechA"": ""1955-04-22||제3대국회 제20회(정기회) 제33차 국회본회의(전체회의)||206"", ""SpeechB"": ""1955-04-22||제3대국회 제20회(정기회) 제33차 국회본회의(전체회의)||207""}]"
부의장이재학,의사국장이호진,186,"[{""MeetingID"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)"", ""Date"": ""1958-07-08"", ""SeqA"": 26, ""SeqB"": 30, ""SpeechA"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)||26"", ""SpeechB"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)||30""}, {""MeetingID"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)"", ""Date"": ""1958-07-08"", ""SeqA"": 30, ""SeqB"": 31, ""SpeechA"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)||30"", ""SpeechB"": ""1958-07-08||제4대국회 제29회(임시회) 제16차 국회본회의(전체회의)||31""}, {""MeetingID"": ""1958-07-10||제4대국회 제29회(임시회) 제18차 국회본회의(전체회의)"", ""Date"": ""1958-07-10"", ""SeqA"": 18, ""SeqB"": 24, ""SpeechA"": ""1958-07-10||제4대국회 제29회(임시회) 제18차 국회본회의(전체회의)||18"", ""SpeechB"": ""1958-07-10||제4대국회 제29회(임시회) 제18차 국회본회의(전체회의)||24""}]"
