Assembly_Num,Speaker,직책,Party,지역,소속위원회,당선횟수,기술,소득,노동,이민,이주,외국인,발언횟수,총어절수,기술_회기수,소득_회기수,노동_회기수,이민_회기수,이주_회기수,외국인_회기수,기술_빈도_1만어절당,소득_빈도_1만어절당,노동_빈도_1만어절당,이민_빈도_1만어절당,이주_빈도_1만어절당,외국인_빈도_1만어절당
제4대,배성기,위원,민주당,전북 완주군을,"",재선,23,3,7,0,0,1,75,22760,9,3,4,0,0,1,10.11,1.32,3.08,0.0,0.0,0.44
제3대,신규식,의원,무소속,전북 부안군,"",재선,8,0,7,0,0,0,119,36414,3,0,3,0,0,0,2.2,0.0,1.92,0.0,0.0,0.0
제4대,서범석,위원,민주당,서울 성북구,"",6선,9,8,7,0,1,0,463,65560,6,4,1,0,1,0,1.37,1.22,1.07,0.0,0.15,0.0
제헌,김동원,부의장,한국민주당,서울 용산구,"",초선,16,3,7,0,23,20,4185,179077,7,1,6,0,14,6,0.89,0.17,0.39,0.0,1.28,1.12
제헌,전문위원,"","","","","",10,2,7,0,0,13,187,46282,6,1,3,0,0,3,2.16,0.43,1.51,0.0,0.0,2.81
제2대,엄병학,의원,대한국민당,전북 임실,"",재선,1,0,7,0,0,0,51,12122,1,0,3,0,0,0,0.82,0.0,5.77,0.0,0.0,0.0
제2대,의사과장,"","","","","",3,8,7,1,0,0,168,28576,1,7,3,1,0,0,1.05,2.8,2.45,0.35,0.0,0.0
제3대,이철승,위원,무소속,전북 전주,"",7선,29,138,7,0,0,0,395,75641,25,12,11,0,0,0,3.83,18.24,0.93,0.0,0.0,0.0
제헌,서이환,의원,무소속,경북 울릉,"",재선,4,0,7,0,0,3,96,21243,4,0,3,0,0,1,1.88,0.0,3.3,0.0,0.0,1.41
제4대,이일해,증인,"","","","",0,1,7,0,0,0,21,324,0,1,1,0,0,0,0.0,30.86,216.05,0.0,0.0,0.0
제3대,이충환,위원장,자유당,충북 진천군,"",6선,4,5,7,0,0,1,1967,80066,24,8,1,1,0,3,0.5,0.62,0.87,0.0,0.0,0.12
제헌,황두연,의원,"",전남 순천갑,"",초선,12,1,7,0,5,7,178,40544,3,1,2,0,2,2,2.96,0.25,1.73,0.0,1.23,1.73
제2대,서이환,의원,일민국락부,경북 울릉,"",재선,7,0,7,1,0,0,76,37185,4,0,4,1,0,0,1.88,0.0,1.88,0.27,0.0,0.0
제4대,박충모,위원,민주당,강원 원주,"",재선,3,0,7,0,0,0,98,9169,3,0,1,0,0,0,3.27,0.0,7.63,0.0,0.0,0.0
제3대,송인상,부흥부장관,"","","","",50,29,7,0,0,0,36,21245,6,6,2,0,0,0,23.53,13.65,3.29,0.0,0.0,0.0
제3대,장경근,의원,자유당,경기 부천,"",재선,25,1,6,0,0,1,51,56007,9,1,4,0,0,1,4.46,0.18,1.07,0.0,0.0,0.18
제2대,권태욱,의원,무소속,경남 마산,"",재선,1,4,6,0,0,0,29,10082,1,1,1,0,0,0,0.99,3.97,5.95,0.0,0.0,0.0
제4대,허윤수,위원,민주당,경남 마산,"",초선,23,4,6,0,0,1,101,30371,10,3,2,0,0,1,7.57,1.32,1.98,0.0,0.0,0.33
제2대,신용욱,의원,무소속,전북 고창을,"",재선,12,1,6,0,0,0,35,7449,5,1,2,0,0,0,16.11,1.34,8.05,0.0,0.0,0.0
제헌,김병회,의원,무소속,전남 진도,"",초선,9,1,6,1,1,0,160,37805,3,1,3,1,1,0,2.38,0.26,1.59,0.26,0.26,0.0
제헌,강기문,위원,무소속,경남 산청,"",초선,6,4,6,0,0,0,10,4813,3,2,3,0,0,0,12.47,8.31,12.47,0.0,0.0,0.0
제3대,윤만석,법제사법위원장,자유당,경북 문경,"",초선,4,0,6,0,0,0,159,20505,3,0,2,0,0,0,1.95,0.0,2.93,0.0,0.0,0.0
제4대,구용서,상공부장관,"","","","",75,6,6,1,0,1,133,75425,19,3,4,1,0,1,9.94,0.8,0.8,0.13,0.0,0.13
제3대,정준모,사회보건위원장,자유당,전북 장수군,"",재선,0,0,6,0,0,0,8,2103,7,3,8,0,0,0,0.0,0.0,28.53,0.0,0.0,0.0
제2대,박정근,의원,무소속,전북 전주,"",재선,6,19,6,0,1,0,173,76824,6,10,4,0,1,0,0.78,2.47,0.78,0.0,0.13,0.0
제헌,최태규,의원,무소속,강원 정선,"",초선,0,0,6,0,0,0,57,5084,0,0,1,0,0,0,0.0,0.0,11.8,0.0,0.0,0.0
제2대,박순천,의원,대한부인회,서울 종로구갑,"",5선,1,0,6,0,0,0,22,7474,1,0,2,0,0,0,1.34,0.0,8.03,0.0,0.0,0.0
제4대,임차주,위원,자유당,전북 순창군,"",3선,21,1,6,0,0,0,70,23713,4,1,3,0,0,0,8.86,0.42,2.53,0.0,0.0,0.0
제헌,김경도,의원,대한독립촉성국민회,경남 함양,"",초선,7,0,6,0,0,4,80,16383,6,0,2,0,0,1,4.27,0.0,3.66,0.0,0.0,2.44
제3대,김의준,의원,무소속,경기 여주군,"",3선,2,0,6,1,0,0,43,19912,1,0,1,1,0,0,1.0,0.0,3.01,0.5,0.0,0.0
제헌,오용국,의원,무소속,제주 남제주,"",초선,26,1,6,0,0,0,82,17944,7,1,5,0,0,0,14.49,0.56,3.34,0.0,0.0,0.0
제3대,김판술,위원,민주국민당,전북 군산,"",3선,23,6,6,0,0,0,68,11794,9,7,7,0,0,0,19.5,5.09,5.09,0.0,0.0,0.0
제4대,강영훈,위원,민주당,경기 양주갑,"",재선,39,0,6,0,1,2,576,38192,12,0,5,0,1,1,10.21,0.0,1.57,0.0,0.26,0.52
제4대,이호진,의사국장,"","","","",21,54,6,7,0,15,262,127935,12,11,3,4,0,7,1.64,4.22,0.47,0.55,0.0,1.17
제헌,이성학,의원,대동청년당,전남 해남을,"",초선,2,1,6,0,1,0,202,20079,2,1,1,0,1,0,1.0,0.5,2.99,0.0,0.5,0.0
제3대,김정호,의원,자유당,전남 광양,"",초선,14,5,6,0,0,7,41,23561,3,1,2,0,0,1,5.94,2.12,2.55,0.0,0.0,2.97
제4대,김덕겸,증인,"","","","",0,1,6,0,0,0,15,241,0,1,1,0,0,0,0.0,41.49,248.96,0.0,0.0,0.0
제4대,김순길,증인,"","","","",0,0,6,0,0,0,59,1066,0,0,1,0,0,0,0.0,0.0,56.29,0.0,0.0,0.0
제3대,강승구,의원,무소속,경기 양주군을,"",3선,2,10,5,0,0,0,36,27038,1,3,2,0,0,0,0.74,3.7,1.85,0.0,0.0,0.0
제헌,오석주,의원,대한독립촉성국민회,전남 고흥갑,"",초선,9,3,5,0,0,0,130,16013,4,1,4,0,0,0,5.62,1.87,3.12,0.0,0.0,0.0
제4대,한근조,의원,민주당,서울 종로구을,"",3선,1,0,5,0,0,0,14,15236,1,0,2,0,0,0,0.66,0.0,3.28,0.0,0.0,0.0
제3대,곽의영,의원,자유당,충북 청원군을,"",3선,9,14,5,0,0,0,95,52835,7,6,3,0,0,0,1.7,2.65,0.95,0.0,0.0,0.0
제3대,김철안,사회보건위원장,자유당,경북 금릉군,"",재선,0,0,5,0,0,0,20,4264,2,0,2,0,1,0,0.0,0.0,11.73,0.0,0.0,0.0
제4대,김창우,증인,"","","","",0,0,5,0,0,0,63,2158,0,0,1,0,0,0,0.0,0.0,23.17,0.0,0.0,0.0
제3대,정일형,의원,무소속,서울 중구을,"",8선,22,1,5,0,1,0,62,37008,7,1,4,0,1,0,5.94,0.27,1.35,0.0,0.27,0.0
제4대,김도연,위원,민주당,서울 서대문구갑,"",6선,12,35,5,0,0,1,147,48815,5,13,2,0,0,1,2.46,7.17,1.02,0.0,0.0,0.2
제2대,김익기,사회보권위원장,무소속,경북 안동을,"",5선,0,0,5,0,0,0,1,55,2,0,5,0,0,1,0.0,0.0,909.09,0.0,0.0,0.0
제헌,윤병구,의원,무소속,충남 예산,"",재선,17,0,5,0,5,0,188,26368,7,0,5,0,2,0,6.45,0.0,1.9,0.0,1.9,0.0
제3대,정운갑,농림부장관,"","","","",45,1,5,0,0,0,100,44080,10,1,3,0,0,0,10.21,0.23,1.13,0.0,0.0,0.0
제2대,허정,사회부장관,"","","","",1,0,5,0,2,0,9,10499,1,0,2,0,1,0,0.95,0.0,4.76,0.0,1.9,0.0
제헌,신광균,의원,대한독립촉성국민회,경기 개풍,"",재선,1,0,5,0,0,0,96,18081,1,0,4,0,0,0,0.55,0.0,2.77,0.0,0.0,0.0
제4대,신도철,증인,"","","","",0,0,5,0,0,0,20,258,0,0,1,0,0,0,0.0,0.0,193.8,0.0,0.0,0.0
제2대,이종욱,의원,대한독립촉성국민회,강원 평창,"",초선,2,0,5,0,0,0,33,5169,1,0,1,0,0,0,3.87,0.0,9.67,0.0,0.0,0.0
제3대,변진갑,의원,무소속,전남 장성군,"",3선,41,0,5,0,0,0,215,114065,5,0,3,0,0,0,3.59,0.0,0.44,0.0,0.0,0.0
제2대,남송학,의원,대한국민당,서울 용산구을,"",재선,1,1,5,0,0,0,94,21608,1,1,1,0,0,0,0.46,0.46,2.31,0.0,0.0,0.0
제3대,김익기,사회보건위원장,자유당,경북 안동을,"",5선,8,2,5,0,0,0,16,6274,1,1,2,0,0,0,12.75,3.19,7.97,0.0,0.0,0.0
제3대,김상도,의원,자유당,경북 영천군갑,"",재선,5,4,5,0,0,0,139,72602,4,3,3,0,0,0,0.69,0.55,0.69,0.0,0.0,0.0
제헌,조국현,의원,"",전남 화순,"",재선,12,15,4,2,0,5,395,50446,10,4,3,1,0,2,2.38,2.97,0.79,0.4,0.0,0.99
제2대,변진갑,의원,무소속,전남 장성,"",3선,0,2,4,0,0,0,139,45915,0,2,1,0,0,0,0.0,0.44,0.87,0.0,0.0,0.0
제2대,정순조,의원,대한독립촉성국민회,전남 광주갑,"",초선,1,0,4,0,0,0,31,7125,1,0,2,0,0,0,1.4,0.0,5.61,0.0,0.0,0.0
제3대,유옥우,의원,자유당,전남 무안군을,"",5선,6,1,4,3,0,0,182,61011,6,5,2,2,0,0,0.98,0.16,0.66,0.49,0.0,0.0
제4대,이영희,위원,자유당,경남 의령,"",재선,22,5,4,0,0,0,219,22681,8,3,1,0,0,0,9.7,2.2,1.76,0.0,0.0,0.0
제4대,조영규,위원,민주당,전남 영광군,"",4선,18,6,4,0,0,1,152,38099,7,4,2,0,0,1,4.72,1.57,1.05,0.0,0.0,0.26
제헌,홍순옥,의원,무소속,경남 창원갑,"",초선,10,0,4,2,0,0,70,7554,3,0,2,1,0,0,13.24,0.0,5.3,2.65,0.0,0.0
제2대,이충환,의원,무소속,충북 진천,"",6선,13,24,4,0,0,0,90,43103,9,5,3,0,0,1,3.02,5.57,0.93,0.0,0.0,0.0
제헌,김장렬,의원,"","","","",4,0,4,0,0,0,41,10228,2,0,1,0,0,0,3.91,0.0,3.91,0.0,0.0,0.0
제2대,권중돈,의원,무소속,경북 영천군갑,"",5선,1,0,4,0,0,2,68,13694,1,0,3,0,0,2,0.73,0.0,2.92,0.0,0.0,1.46
제3대,남송학,교통체신위원장,자유당,서울 용산구을,"",재선,0,0,4,0,0,0,14,4907,2,0,2,0,0,0,0.0,0.0,8.15,0.0,0.0,0.0
제헌,황윤호,의원,무소속,경남 진양,"",초선,1,0,4,0,0,1,59,7647,1,0,2,0,0,1,1.31,0.0,5.23,0.0,0.0,1.31
제헌,정해준,의원,대한독립촉성국민회,충남 금산,"",초선,2,1,4,0,0,0,93,8417,4,1,1,0,0,0,2.38,1.19,4.75,0.0,0.0,0.0
제3대,김진만,의원,자유당,강원 삼척군,"",7선,0,0,4,0,0,0,4,1878,1,1,1,0,0,0,0.0,0.0,21.3,0.0,0.0,0.0
제헌,이항발,의원,무소속,전남 나주갑,"",초선,7,0,4,0,0,0,49,10791,1,0,2,0,0,0,6.49,0.0,3.71,0.0,0.0,0.0
제3대,송방용,의원,무소속,전북 김제군갑,"",4선,7,15,4,0,0,0,205,47768,3,9,3,0,0,0,1.47,3.14,0.84,0.0,0.0,0.0
제4대,박춘성,내무부통계국장,"","","","",0,0,4,0,0,0,1,247,0,0,1,0,0,0,0.0,0.0,161.94,0.0,0.0,0.0
제2대,조경규,내무위원장,무소속,경북 대구갑,"",3선,1,7,4,0,0,0,92,10820,3,1,1,0,0,0,0.92,6.47,3.7,0.0,0.0,0.0
제3대,서동진,의원,민주국민당,경북 대구시갑,"",재선,2,0,4,0,0,0,38,30475,2,0,2,0,0,0,0.66,0.0,1.31,0.0,0.0,0.0
제2대,박제환,의원,무소속,경기 부천,"",재선,0,0,4,0,0,0,6,3907,0,0,1,0,0,0,0.0,0.0,10.24,0.0,0.0,0.0
제3대,김달수,의원,자유당,충남 공주군을,"",재선,0,0,4,0,0,0,3,4704,0,0,1,0,0,0,0.0,0.0,8.5,0.0,0.0,0.0
제헌,나용균,내무치안위원장,한국민주당,전북 정읍갑,"",4선,1,0,4,0,4,0,146,13875,2,1,3,0,2,0,0.72,0.0,2.88,0.0,2.88,0.0
제4대,신규식,의원,자유당,전북 부안,"",재선,0,0,4,0,0,0,22,8003,10,4,2,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0
제헌,김광준,의원,무소속,경북 울진,"",3선,11,0,4,0,10,0,236,46268,7,0,4,0,2,0,2.38,0.0,0.86,0.0,2.16,0.0
제2대,백두진,재무부장관,"","","","",29,121,4,0,0,2,96,66282,11,15,6,0,0,2,4.38,18.26,0.6,0.0,0.0,0.3
제2대,기획처장,"","","","","",3,12,4,0,0,0,44,17337,3,2,2,0,0,0,1.73,6.92,2.31,0.0,0.0,0.0
제헌,김웅진,의원,무소속,경기 수원을,"",재선,55,2,4,0,0,1,279,28444,10,2,3,0,0,1,19.34,0.7,1.41,0.0,0.0,0.35
제헌,이철원,사무총장,"","","","",0,2,4,0,0,0,14,7331,0,1,1,0,0,0,0.0,2.73,5.46,0.0,0.0,0.0
제2대,손원일,국방부장관,"","","","",0,0,4,0,0,0,9,4852,0,0,1,0,0,0,0.0,0.0,8.24,0.0,0.0,0.0
제3대,양일동,"",무소속,전북 옥구,"",5선,0,2,4,0,0,2,1,5098,2,7,1,0,0,1,0.0,3.92,7.85,0.0,0.0,3.92
제4대,장낙중,증인,"","","","",0,0,4,0,0,0,19,298,0,0,1,0,0,0,0.0,0.0,134.23,0.0,0.0,0.0
제4대,박철웅,위원,자유당,전남 고흥군을,"",3선,58,0,4,1,0,4,111,32129,14,1,2,2,0,3,18.05,0.0,1.24,0.31,0.0,1.24
제4대,엄상섭,위원,민주당,서울 용산구갑,"",재선,9,2,4,0,0,0,362,70671,9,4,2,0,1,0,1.27,0.28,0.57,0.0,0.0,0.0
제2대,이재형,의원,대한국민당,경기 시흥,"",7선,1,6,4,0,0,0,104,27943,12,17,4,0,0,0,0.36,2.15,1.43,0.0,0.0,0.0
제3대,서임수,총무국장,"","","","",9,4,4,0,0,3,47,23929,3,4,2,0,0,3,3.76,1.67,1.67,0.0,0.0,1.25
제헌,이성득,의원,무소속,경기 개성,"",초선,0,0,4,0,17,0,158,21389,0,0,3,0,2,0,0.0,0.0,1.87,0.0,7.95,0.0
제2대,최성웅,의원,대한청년단,경남 밀양갑,"",초선,0,0,4,0,0,0,14,10223,0,0,2,0,0,0,0.0,0.0,3.91,0.0,0.0,0.0
제헌,김용재,의원,대한독립촉성국민회,충남 당진,"",초선,0,0,4,0,0,0,81,2680,0,0,2,0,0,0,0.0,0.0,14.93,0.0,0.0,0.0
제헌,유진홍,의원,대한독립촉성국민회,충남 논산갑,"",초선,3,1,4,0,0,1,214,26193,4,1,3,0,0,1,1.15,0.38,1.53,0.0,0.0,0.38
제2대,정일형,의원,무소속,서울 중구을,"",8선,1,1,4,0,0,1,44,11313,1,2,1,3,0,2,0.88,0.88,3.54,0.0,0.0,0.88
제3대,김철안,의원,자유당,경북 금릉군,"",재선,2,0,4,0,1,0,41,25533,2,0,2,0,1,0,0.78,0.0,1.57,0.0,0.39,0.0
제3대,정준모,의원,자유당,전북 장수군,"",재선,3,2,4,0,0,0,14,11051,7,3,8,0,0,0,2.71,1.81,3.62,0.0,0.0,0.0
제2대,조순,의원,대한청년단,전남 곡성,"",3선,1,3,4,0,0,0,17,10163,1,2,1,0,0,0,0.98,2.95,3.94,0.0,0.0,0.0
제4대,류청,위원,"","","","",6,2,4,0,0,1,153,46247,6,2,2,0,0,1,1.3,0.43,0.86,0.0,0.0,0.22
제4대,정일형,의원,민주당,서울 중구을,"",8선,0,0,4,0,0,4,20,22056,0,0,1,0,0,1,0.0,0.0,1.81,0.0,0.0,1.81
제4대,손문경,사회보건위원장,자유당,전남 고흥갑,"",재선,0,0,4,0,0,0,2,874,1,0,3,0,0,0,0.0,0.0,45.77,0.0,0.0,0.0
제3대,박세경,의원,자유당,전북 임실군,"",재선,1,1,4,0,0,0,28,10636,2,1,2,0,0,0,0.94,0.94,3.76,0.0,0.0,0.0
제4대,정준모,위원,자유당,전북 장수,"",재선,35,6,4,0,0,0,25,11927,5,3,3,0,0,0,29.35,5.03,3.35,0.0,0.0,0.0
제4대,이철승,위원,민주당,전북 전주을,"",7선,43,40,4,1,0,1,1229,146641,21,12,4,2,0,1,2.93,2.73,0.27,0.07,0.0,0.07
제4대,홍진기,법무부장관,"","","","",0,0,4,1,3,0,105,31708,0,0,2,1,2,0,0.0,0.0,1.26,0.32,0.95,0.0
제헌,이종현,농림부장관,"","","","",10,0,4,0,0,0,55,24466,4,0,3,0,0,0,4.09,0.0,1.63,0.0,0.0,0.0
제3대,황남팔,의원,자유당,경남 진양,"",재선,7,6,4,0,0,0,128,85476,7,5,3,0,0,0,0.82,0.7,0.47,0.0,0.0,0.0
제헌,최봉식,의원,무소속,경남 울산갑,"",초선,0,6,3,0,2,0,29,7168,0,1,3,0,1,0,0.0,8.37,4.19,0.0,2.79,0.0
제3대,"",법제사법위원장,"","","","",6,0,3,0,0,1,416,57114,94,35,22,8,8,20,1.05,0.0,0.53,0.0,0.0,0.18
제2대,윤택중,문교위원장,민주국민당,전북 익산을,"",3선,0,0,3,0,0,0,24,4260,0,0,2,0,0,0,0.0,0.0,7.04,0.0,0.0,0.0
제헌,강기문,의원,무소속,경남 산청,"",초선,7,0,3,0,0,0,31,5370,3,2,3,0,0,0,13.04,0.0,5.59,0.0,0.0,0.0
제헌,이훈구,의원,무소속,충남 서천,"",재선,0,0,3,0,0,0,53,14329,0,0,2,0,0,0,0.0,0.0,2.09,0.0,0.0,0.0
제3대,김익기,의원,자유당,경북 안동을,"",5선,0,0,3,0,0,0,18,4713,1,1,2,0,0,0,0.0,0.0,6.37,0.0,0.0,0.0
제헌,임영신,상공부장관,대한여자국민당,경북 안동을,"",재선,18,0,3,0,0,1,20,9095,6,0,5,0,2,2,19.79,0.0,3.3,0.0,0.0,1.1
제4대,윤병구,위원,자유당,충남 예산군,"",재선,14,1,3,0,0,0,21,7897,5,1,3,0,0,0,17.73,1.27,3.8,0.0,0.0,0.0
제4대,박병배,의원,무소속,충남 대덕군 ,"",5선,1,3,3,0,1,0,8,14793,14,2,5,0,2,0,0.68,2.03,2.03,0.0,0.68,0.0
제4대,이만우,위원,민주당,"경남 부산시,영도을","",재선,11,2,3,1,0,0,117,26582,7,2,2,1,0,0,4.14,0.75,1.13,0.38,0.0,0.0
제4대,명주덕,증인,"","","","",1,0,3,0,0,0,51,1575,1,0,1,0,0,0,6.35,0.0,19.05,0.0,0.0,0.0
제3대,장경근,내무부장관,자유당,경기 부천,"",재선,8,0,3,0,0,0,70,33204,9,1,4,0,0,1,2.41,0.0,0.9,0.0,0.0,0.0
제3대,이종림,교통부장관,"","","","",9,0,3,0,0,0,48,20686,4,0,2,0,0,0,4.35,0.0,1.45,0.0,0.0,0.0
제2대,김종회,의원,무소속,충남 대덕,"",초선,9,0,3,0,0,0,67,30392,7,0,3,0,0,0,2.96,0.0,0.99,0.0,0.0,0.0
제3대,조순,운영위원장,자유당,전남 곡성군,"",3선,5,3,3,0,0,0,153,34451,7,3,2,0,0,0,1.45,0.87,0.87,0.0,0.0,0.0
제4대,손문경,위원장,자유당,전남 고흥갑,"",재선,0,0,3,0,0,0,117,2011,1,0,3,0,0,0,0.0,0.0,14.92,0.0,0.0,0.0
제2대,박술음,사회부장관,"","","","",4,0,3,0,0,1,11,5483,1,0,1,0,0,1,7.3,0.0,5.47,0.0,0.0,1.82
제헌,현영익,의사국장,"","","","",1,0,3,0,0,0,4,958,1,0,1,0,0,0,10.44,0.0,31.32,0.0,0.0,0.0
제2대,의장대리,의장,"","","","",7,0,3,0,0,1,963,45699,2,0,2,0,0,1,1.53,0.0,0.66,0.0,0.0,0.22
제2대,엄상섭,법제사법위원장,무소속,전남 광양,"",재선,13,9,3,0,0,0,146,34125,12,5,10,0,0,1,3.81,2.64,0.88,0.0,0.0,0.0
제4대,김두진,위원,자유당,제주 북제주,"",재선,5,2,3,0,0,0,66,17541,2,2,2,0,0,0,2.85,1.14,1.71,0.0,0.0,0.0
제4대,조한백,의원,민주당,전북 김제군갑,"",4선,6,8,3,0,0,0,25,21227,7,6,3,0,0,1,2.83,3.77,1.41,0.0,0.0,0.0
제헌,김익로,의원,"","","","",0,0,3,0,0,0,32,3895,0,0,1,0,0,0,0.0,0.0,7.7,0.0,0.0,0.0
제4대,류홍,위원,민주당,서울 영등포구을,"",3선,3,13,3,0,0,1,24,9862,1,2,1,0,0,1,3.04,13.18,3.04,0.0,0.0,1.01
제3대,민관식,의원,무소속,서울 동대문구,"",5선,6,14,3,4,0,0,53,37382,6,6,3,1,0,0,1.61,3.75,0.8,1.07,0.0,0.0
제2대,백두진,국무총리,"","","","",3,0,3,0,0,0,29,17937,11,15,6,0,0,2,1.67,0.0,1.67,0.0,0.0,0.0
제3대,황성수,부의장,자유당,전남 보성군,"",4선,0,0,3,0,0,2,938,44010,1,0,2,0,0,1,0.0,0.0,0.68,0.0,0.0,0.45
제헌,이영준,의원,한국민주당,서울 동대문구을,"",4선,10,0,3,0,1,0,42,6054,9,0,6,0,1,1,16.52,0.0,4.96,0.0,1.65,0.0
제3대,구흥남,부흥위원장,자유당,전남 화순군,"",재선,1,0,3,0,0,0,21,5069,3,0,1,0,0,1,1.97,0.0,5.92,0.0,0.0,0.0
제헌,권태욱,의원,무소속,경남 마산,"",재선,0,4,3,0,0,0,24,3808,0,2,1,0,0,0,0.0,10.5,7.88,0.0,0.0,0.0
제4대,김선태,의원,민주당,전남 완도군,"",3선,7,0,3,0,0,0,43,43029,11,0,3,0,0,0,1.63,0.0,0.7,0.0,0.0,0.0
제4대,박창화,위원,민주당,경남 밀양갑,"",초선,1,0,3,0,0,0,53,18974,1,0,2,0,0,0,0.53,0.0,1.58,0.0,0.0,0.0
제헌,조병한,의원,무소속,경북 문경,"",초선,1,0,3,0,0,0,48,5948,1,0,2,0,0,0,1.68,0.0,5.04,0.0,0.0,0.0
제4대,신현확,부흥부장관,"","","","",77,1,3,0,0,10,214,64076,12,1,1,0,0,3,12.02,0.16,0.47,0.0,0.0,1.56
제4대,민관식,의원,무소속,서울 동대문구갑,"",5선,1,0,3,0,0,1,34,15748,3,5,6,0,0,1,0.64,0.0,1.91,0.0,0.0,0.64
제2대,윤길중,법제사법위원장,무소속,강원 원주,"",6선,19,1,3,0,0,0,138,34760,7,2,4,0,0,0,5.47,0.29,0.86,0.0,0.0,0.0
제3대,이갑식,의원,무소속,전남 구례군,"",재선,3,0,3,0,0,0,3,2714,1,0,3,0,0,0,11.05,0.0,11.05,0.0,0.0,0.0
제2대,이교선,의원,무소속,경기 안성,"",재선,1,2,3,0,0,0,29,14085,1,1,2,0,0,0,0.71,1.42,2.13,0.0,0.0,0.0
제4대,윤용구,위원,자유당,경북 청송,"",재선,6,1,3,0,0,0,169,29287,3,1,2,0,0,0,2.05,0.34,1.02,0.0,0.0,0.0
제2대,지청천,의원,민주국민당,서울 성동구갑,"",재선,0,0,3,0,0,0,12,3572,0,0,1,0,0,0,0.0,0.0,8.4,0.0,0.0,0.0
제4대,이필호,위원,민주당,전남 광주을 ,"",초선,4,0,3,2,0,0,482,23031,3,1,3,2,0,0,1.74,0.0,1.3,0.87,0.0,0.0
제4대,오범수,위원,자유당,충북 청원갑,"",재선,14,0,3,0,1,0,132,8609,9,0,1,0,1,0,16.26,0.0,3.48,0.0,1.16,0.0
제헌,조규갑,의원,무소속,경남 김해을,"",초선,1,0,3,0,0,0,51,5663,1,0,2,0,0,0,1.77,0.0,5.3,0.0,0.0,0.0
제4대,정대천,위원,자유당,경기 파주,"",재선,0,1,3,0,0,0,22,667,0,1,2,0,0,0,0.0,14.99,44.98,0.0,0.0,0.0
제2대,김석관,교통부장관,"","","","",13,0,3,0,0,0,32,17415,5,0,2,0,0,0,7.46,0.0,1.72,0.0,0.0,0.0
제헌,박기운,의원,무소속,충북 청주,"",3선,0,0,3,0,0,0,77,5337,0,0,2,0,0,0,0.0,0.0,5.62,0.0,0.0,0.0
제4대,김종철,위원,자유당,충남 천안군을,"",6선,12,23,3,0,0,8,53,16830,5,8,1,0,0,2,7.13,13.67,1.78,0.0,0.0,4.75
제3대,김두진,의원,무소속,제주 북제주군을,"",재선,0,1,3,0,0,0,17,9642,3,2,2,0,0,0,0.0,1.04,3.11,0.0,0.0,0.0
제헌,윤보선,상공부장관,"","","","",7,0,3,0,2,1,21,6585,3,0,1,0,1,1,10.63,0.0,4.56,0.0,3.04,1.52
제3대,김선태,의원,무소속,전남 완도군,"",3선,15,0,3,0,0,0,76,73782,14,0,1,0,0,0,2.03,0.0,0.41,0.0,0.0,0.0
제2대,송방용,의원,무소속,전북 김제갑,"",4선,2,0,3,0,0,0,115,24048,1,0,3,0,0,0,0.83,0.0,1.25,0.0,0.0,0.0
제2대,박성하,의원,중앙불교위원회,경북 대구을,"",초선,0,0,3,0,0,0,35,14173,0,0,1,0,0,0,0.0,0.0,2.12,0.0,0.0,0.0
제2대,조중서,총무국장,"","","","",0,1,3,1,0,0,66,11769,0,1,1,1,0,0,0.0,0.85,2.55,0.85,0.0,0.0
제4대,박병배,위원,무소속,충남 대덕군 ,"",5선,25,1,3,0,2,0,748,56933,14,2,5,0,2,0,4.39,0.18,0.53,0.0,0.35,0.0
제헌,최국현,의원,무소속,경기 고양을,"",재선,1,1,2,0,1,0,77,6862,1,1,1,0,1,0,1.46,1.46,2.91,0.0,1.46,0.0
제2대,조병문,의원,무소속,전남 진도,"",재선,6,15,2,0,0,0,57,18042,4,2,2,0,0,0,3.33,8.31,1.11,0.0,0.0,0.0
제헌,민경식,의원,대한독립촉성국민회,경기 용인,"",초선,0,0,2,0,4,3,56,10597,0,0,2,0,1,1,0.0,0.0,1.89,0.0,3.77,2.83
제4대,이만우,의원,민주당,"경남 부산시,영도을","",재선,1,1,2,0,0,0,25,13381,7,2,2,1,0,0,0.75,0.75,1.49,0.0,0.0,0.0
제3대,박정근,의원,자유당,전북 진안군,"",재선,8,2,2,0,0,0,81,63942,13,4,4,0,0,1,1.25,0.31,0.31,0.0,0.0,0.0
제4대,김규성,증인,"","","","",0,0,2,0,0,0,6,157,0,0,1,0,0,0,0.0,0.0,127.39,0.0,0.0,0.0
제4대,조광희,위원,자유당,경북 상주갑,"",초선,47,1,2,1,0,0,27,23039,9,1,1,1,0,0,20.4,0.43,0.87,0.43,0.0,0.0
제2대,지연해,의원,무소속,전북 옥구,"",초선,8,11,2,0,0,8,103,54033,4,6,1,0,0,4,1.48,2.04,0.37,0.0,0.0,1.48
제3대,인태식,재무부장관,자유당,충남 당진군갑,"",3선,5,108,2,0,0,1,176,52641,6,14,3,0,0,1,0.95,20.52,0.38,0.0,0.0,0.19
제4대,윤용길,증인,"","","","",0,0,2,0,0,0,17,697,0,0,1,0,0,0,0.0,0.0,28.69,0.0,0.0,0.0
